	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TIPRL	910.931359379791	1.16047979376969	0.304527152811761	3.81075967464556	0.000138540400556314	0.00203786047081809
UBE2O	881.452862862064	-1.02556370719354	0.269154594737929	-3.81031469365076	0.000138790010330453	0.00203932980659234
SPATA2	229.453393069667	-1.35564602965816	0.355829539987884	-3.80981868369984	0.000139068743785711	0.0020412234473116
IQCK	199.808657092937	1.63671433339491	0.429785814679128	3.80820929284708	0.000139976778524861	0.00205233982808088
DXO	358.029197553644	-1.57596636086928	0.41400219966645	-3.80666180551454	0.000140855150671638	0.00206299785731008
SPC25	45.3028381066591	2.59761260653749	0.682748380805737	3.80464118197095	0.000142009897037148	0.00207767648500859
RRM2	81.0657841314178	2.33403468836327	0.613847634845457	3.80230297531551	0.000143357262688198	0.00209513870716303
CCDC43	681.381776615656	1.41426837175508	0.372034954867686	3.80143949715171	0.000143857869259175	0.00210015751006027
SLC2A8	233.114982601074	-1.91316477038586	0.503308214614925	-3.80117930689766	0.00014400903857252	0.00210015751006027
AK5	46.6026841666298	3.02428579946358	0.795948299289981	3.79960080593346	0.000144929351683682	0.00211106322885901
CYP1A2	33.1825847092062	2.52794248124491	0.665359060952667	3.79936583057181	0.000145066821981649	0.00211106322885901
TMEM120A	1404.21327403376	-1.48369209680959	0.390641968092393	-3.79808678533657	0.000145817272133581	0.0021197193849856
ADAM33	264.586313038538	-1.55192524639822	0.408852520354436	-3.7958069698405	0.000147163974015965	0.00213699100613597
DGAT2	135.769170789165	-1.93486999956007	0.50977389320679	-3.79554548662457	0.000147319180292319	0.00213699100613597
CDCA4	53.6912531508586	-1.9559958628535	0.515427524291464	-3.79489990477774	0.00014770303284536	0.00214027979828368
RGL2	1301.56706486853	-1.13716829854963	0.299698699089411	-3.79437182078116	0.000148017723079709	0.0021425604740369
CIMAP1B	75.7629214392118	-2.29533129272626	0.60514774891337	-3.79300971844952	0.000148832329234785	0.00215206492198196
TERF2IP	2188.27888630548	0.927311470897046	0.244616391724707	3.7908803427231	0.000150114265634467	0.00216829948272225
UEVLD	298.860748339483	1.29138469011506	0.340741166552194	3.78992859354799	0.000150690597092625	0.00217431845656636
SERTAD1	235.212167147055	-1.61409333804371	0.425930010777977	-3.78957410184719	0.000150905791382158	0.00217511934858876
SELPLG	79.9836482258324	1.7696016979963	0.467623009767059	3.78424855286271	0.000154173688819792	0.0022198729549835
HBA2	1658.91859179533	-3.52512138151338	0.931865463864452	-3.78286514331658	0.000155033420373268	0.00222989463453462
PSMB3	1238.48054148197	-0.952535031063029	0.251947222782655	-3.78069272025572	0.000156392603340867	0.00224707136087126
ATXN7L2	101.645170069051	-2.50083634445644	0.661685768131309	-3.77949241906645	0.000157148377501193	0.00225555115905558
DNHD1	122.463935449058	-1.5942725841388	0.421954550102312	-3.7783040466141	0.000157900025962934	0.00226395395120118
HTRA2	421.439205389647	-1.43287126733557	0.379272207710655	-3.77794955234027	0.000158124898813172	0.00226479416060381
MLPH	244.872596979222	-1.90599800698289	0.504594043692886	-3.77728994388001	0.00015854412269576	0.00226841333533503
RPS15	4870.5769190252	-1.34746460910844	0.356789320798773	-3.77663940751298	0.000158958605000138	0.00227195714449831
TMEM205	858.699269746084	-0.980929970812961	0.259767697251839	-3.77618149288967	0.000159250971704948	0.00227374998489842
RPL26	14168.2852563107	0.936416922933239	0.247997372051006	3.7759147009858	0.000159421544698324	0.00227380194799568
HYI	297.06134194768	-1.63938628210061	0.434265824996571	-3.77507551305368	0.000159959199832701	0.00227908395493852
FGF1	2085.20696890526	1.0880997823114	0.288299113395358	3.77420440006432	0.00016051911351693	0.00228467172958631
RPL23A	8026.26130283054	-0.9900307073758	0.262434775940832	-3.77248291056903	0.000161631040234439	0.00229809644993037
CARS2	836.94671808701	-1.03935075238127	0.275614674861288	-3.77102834928638	0.000162576200434064	0.00230735534031605
ATG2A	373.564760569394	-1.18105324439008	0.313197007147098	-3.77095954762868	0.000162621035658425	0.00230735534031605
C11orf68	725.084078262594	-1.26164379732965	0.334815757666588	-3.76817329662843	0.00016444652787521	0.00233082846637694
PLEKHJ1	825.626050905103	-1.57004253247648	0.416790576825879	-3.76698183637771	0.000165233017304527	0.00233954150593031
TTC31	323.541852589238	-1.05131378567038	0.279124259995366	-3.76647227183991	0.00016557046287765	0.00234188502061939
METTL25B	282.734205621346	-1.6119219954145	0.428100208037042	-3.76529131533388	0.00016635501408047	0.00234900154603423
SAMSN1	27.208783389767	2.43441787856344	0.646558080336993	3.76519597016652	0.00016641850759291	0.00234900154603423
SNCA	87.7429097397955	2.07742611172482	0.552077340110955	3.76292588155729	0.000167936985251598	0.00236798103117186
TGFBR3	508.259970543456	-1.03096280940708	0.273998602105281	-3.76265718688207	0.000168117577117299	0.00236807602679909
SLC26A6	179.914263659173	-1.87616751395007	0.498771413437348	-3.7615778759657	0.000168844833068677	0.00237586309011203
DUS3L	287.835815812364	-1.40812796958763	0.374579502222829	-3.75922323894267	0.000170441706115014	0.00239585807945573
FAM110C	91.4283729031284	1.7884666127533	0.475931609402252	3.75782271532568	0.000171398242637981	0.00240682006491953
TMPRSS5	10.2102892139802	-6.56786012992749	1.74982203605229	-3.75344463300108	0.000174421071336903	0.00244674501820798
SMC5	461.465622032597	1.03890807927041	0.27694970469068	3.7512518037553	0.000175953878151558	0.00246570758673083
CCDC61	103.766259063365	-1.70795067346035	0.455413433440464	-3.75033002552751	0.000176601983207832	0.00247224626235754
PACSIN1	106.433556855944	1.64438981529986	0.438657749454704	3.74868520468179	0.000177764041927529	0.00248595894773601
STARD3	472.192276956912	-1.65256421134335	0.44108484973813	-3.74659028149453	0.000179254508002354	0.00250423143948725
SLC29A1	3636.07841062042	-1.96378465697084	0.524473847171601	-3.74429472043497	0.000180901209684789	0.00252271181765921
KRBA1	500.682721211422	-1.75366097356296	0.468363567593507	-3.74423011288735	0.000180947760506061	0.00252271181765921
FAM43B	46.5877071225079	2.23151714265124	0.596156326679258	3.74317447083277	0.000181709965506511	0.00253074789382841
SEMA4G	46.2383616503736	2.01416127490165	0.538187028218932	3.74249316555861	0.000182203489838048	0.00253435102599874
MRPL24	1191.19269740341	-0.937434789737713	0.250496701840946	-3.74230392196119	0.000182340797700519	0.00253435102599874
LRRC37A3	116.470756862502	1.6214875092428	0.433484059550417	3.74059316258252	0.00018358648106596	0.00254906366829709
ENTREP1	536.26231077309	-1.51607614239952	0.405446805296789	-3.73927263106622	0.000184553487773609	0.00255988091340563
IRF2BP2	2526.60810970776	-1.21722467836949	0.325609835887519	-3.73829210365124	0.000185274609718843	0.00256726903253344
CEP70	253.702233761279	1.21313026660395	0.324585546632562	3.73747469408193	0.000185877791380091	0.00257300954917502
MRPS2	883.059988021545	-1.10718137561715	0.296267356400934	-3.73710215349821	0.00018615330790312	0.00257420731669888
LMOD2	11614.1831291301	1.55592815381212	0.416388545372085	3.7367217977184	0.000186435000255137	0.00257548797005601
RASL12	385.869033883983	-1.33284065313292	0.356749146612541	-3.7360724357401	0.00018691684538548	0.00257952821782737
HSD11B1L	64.9294358263921	-2.03159782941045	0.544009959391865	-3.73448646359622	0.000188098607402585	0.00259320964719697
RGPD4	10.0318972791635	-6.54503412544291	1.75298705597494	-3.73364657949675	0.000188727274474154	0.00259924591062937
LRFN4	339.464137085254	-1.8822012529542	0.504704726804438	-3.72931172028335	0.000192003509336296	0.00264169676835323
PGBD5	76.427774770639	2.02387358668306	0.543350726211199	3.72480147545875	0.000195468988284332	0.00268477359826308
CPN2	46.0409935247317	2.99051594191952	0.802882448658626	3.7247245184096	0.000195528625613169	0.00268477359826308
MCRS1	1510.2525396686	-1.13434540860599	0.304635933509172	-3.72361000076123	0.000196394232350651	0.00269394344294886
IFI27	890.441796316392	-1.81379518047381	0.48720464731058	-3.72286099996408	0.000196977976612559	0.0026991143421638
SYVN1	587.771957007345	-1.52496118821279	0.409647481090115	-3.72261824765701	0.000197167518570809	0.0026991143421638
CCNL2	1344.09959591712	-1.52986470732851	0.411273857540388	-3.71981996735174	0.000199364836177577	0.00272645425057708
RUBCNL	53.2720776572199	1.87345199793361	0.504163420852374	3.715961770424	0.000202432191034678	0.00276562575133736
ZNF891	203.040679160213	1.17998246950224	0.317907312185866	3.7117185552887	0.000205856810684015	0.00280959480794285
NR2F6	633.500584972182	-1.63570200058125	0.440849291557938	-3.71034281307512	0.000206978778296989	0.00282208001920249
LAIR1	100.347163107085	2.00850178432592	0.541463178039553	3.70939680810428	0.000207753609513213	0.00282863893680884
ARMC6	327.5726820351	-1.15349389872248	0.310984782221044	-3.70916509317356	0.000207943812002686	0.00282863893680884
LILRB1	34.4300613371944	2.18533088492068	0.589197445031798	3.70899586097618	0.000208082829064126	0.00282863893680884
SRRM2	7859.46923644573	-0.918623756937069	0.247770616861672	-3.7075572905803	0.000209268083285579	0.00283930574004052
CIMIP5	46.6743643633953	1.81485864828484	0.48950513251122	3.70753752667394	0.000209284411056507	0.00283930574004052
NUBP2	623.456608107058	-1.35905448080079	0.366615553014863	-3.70702898342585	0.000209704951123594	0.00284218023806416
GTF2H1	545.283000840811	1.02862614275328	0.277515401190509	3.70655516176976	0.000210097492248555	0.00284466992238326
CDK8	238.497649079769	1.38284022538439	0.373134087576676	3.70601419550078	0.000210546503501475	0.00284753150381892
RND3	773.182317665561	1.23805854494459	0.33412100746954	3.70541964517887	0.000211041029895756	0.00284753150381892
CDK10	577.797271993645	-1.85852778002957	0.501573037975624	-3.70539809621882	0.000211058974043578	0.00284753150381892
S100A10	815.210894438803	-1.35977438469136	0.366984001801068	-3.70526883465742	0.000211166642197653	0.00284753150381892
DHRS4L2	430.038727273898	-1.34850559086167	0.36396480627606	-3.70504391525936	0.000211354111325228	0.00284753150381892
BCL7A	497.499938388833	-1.20534973821142	0.325377250688766	-3.70446838449803	0.000211834525076845	0.00285091559875121
SGSM1	264.745826151271	-1.96946706335323	0.53168308937732	-3.7042123451016	0.000212048578690957	0.00285091559875121
STK25	1603.76505475295	-1.21320946083265	0.327541084633554	-3.70399170592587	0.000212233199995135	0.00285091559875121
TPD52L2	1846.73603728268	-0.892633857542269	0.241058735567943	-3.70297245374325	0.000213088027074418	0.00285957834165581
USP54	723.682519860159	-1.07586056237321	0.290623566206318	-3.70190406929849	0.000213987530545515	0.00286882298578785
EFNA1	592.681374184252	-1.31303544683873	0.354724183392711	-3.7015673255778	0.000214271782943232	0.00286980919908531
C17orf113	33.0551937135924	-2.41961215697414	0.653791505391648	-3.70089261946696	0.000214842383672684	0.00287462486051634
CCR1	46.7076851901446	2.70293968578836	0.730566873966825	3.6997840746761	0.00021578298188581	0.00288437683637548
LILRB5	75.0938842036989	2.16107272459871	0.584265776925831	3.6987836870566	0.000216635126854196	0.0028929284930206
CCND1	3177.43478194419	0.89018698480412	0.240743746974273	3.69765360883599	0.000217601544559567	0.00290298789269918
LILRB2	48.1171919513053	2.47682521728524	0.669955544185731	3.69699935880909	0.000218162893197706	0.00290762893174751
CLU	1131.19831147077	0.971306009099124	0.262768104791182	3.69643800517954	0.000218645619894507	0.0029112140650861
RBM7	365.80320454801	1.21332266733883	0.328351670651366	3.69519261142148	0.00021972015821427	0.0029226643310904
TUBA8	2069.21912681641	1.27904401923213	0.346175644055842	3.694783388706	0.000220074320555398	0.00292451933686349
TBCA	1377.30151775969	1.14629137275454	0.310281456382581	3.69435990831868	0.000220441386453196	0.00292654203204579
GHDC	137.785822500589	-1.54584395247224	0.418603888976342	-3.69285616589101	0.000221749455322858	0.00293863247249142
MAML1	658.247948544827	-0.974051985239752	0.263772843334167	-3.69276826578296	0.000221826142455607	0.00293863247249142
PQBP1	826.00607758951	-1.04063759317082	0.281819337525098	-3.69256986518232	0.000221999325614395	0.00293863247249142
LRRC7	62.290225096017	1.85774340645502	0.503184278697527	3.69197426291561	0.000222519987428687	0.00294266480462732
YAF2	528.903965304319	1.24164998811063	0.336367901935908	3.69134504500735	0.000223071280339813	0.00294709399564364
STK38L	1402.93192526002	1.31943075271992	0.357723294546558	3.6884116098517	0.000225658390690591	0.00297838463139199
SERPINA1	62.9090766226062	2.63245894400719	0.713908029411783	3.68739226280475	0.000226563967117846	0.00298744220339998
ECSIT	2305.0022495775	-1.03513373297991	0.28093272910463	-3.68463203372218	0.000229033277269121	0.00301708149872601
HPCAL1	523.230460804206	-1.69203139237015	0.459556960108648	-3.68187523907835	0.000231524709839492	0.00304695465963645
TLR1	28.0707193001562	2.63653895285456	0.716210779523437	3.68123327410528	0.000232108520671705	0.00305168934369623
KLF15	777.734596688829	-2.86839546191617	0.779919282175237	-3.67781067537663	0.000235244461362213	0.00308993713424755
FBXO42	596.054135790443	-1.4562380817697	0.395998299469057	-3.67738468504077	0.000235637543398003	0.00309211847651657
XKR9	41.5887670965049	2.02097430782548	0.549726586046337	3.67632630315451	0.000236616833424942	0.00310198064300398
CHAF1A	216.608366355159	1.44852930251196	0.394141627347661	3.67514924079373	0.000237710419610325	0.00311332079376177
RXRB	868.064818861698	-0.935244344569018	0.254518005763491	-3.67457045627683	0.000238249894851647	0.0031142538169945
BLOC1S1	872.633882769568	-1.42218482221905	0.387050411614066	-3.67441754237723	0.000238392615024253	0.0031142538169945
HDGFL3	838.759454423524	0.981857101599287	0.267220189411385	3.67433727130445	0.000238467567074757	0.0031142538169945
FAM13C	204.335255512862	2.01041600041954	0.547306108454781	3.67329355430654	0.00023944413890528	0.00312401208431879
KCNJ6	35.5869244743421	2.17153758546771	0.591347553153961	3.67218495094093	0.000240485531395945	0.00313459657717145
RNASE6	48.1292374924124	2.64531491063857	0.720911785888008	3.66940166941523	0.000243118828799164	0.00316589059949657
NEURL4	718.552098797245	-1.32022991014965	0.359840807816827	-3.66892770767038	0.000243569936402126	0.0031675805212539
NENF	1474.48494761672	-1.12628034660378	0.306992179716548	-3.66875907928241	0.000243730622928234	0.0031675805212539
C1D	211.660573442392	1.54104367270774	0.4200708275298	3.66853295138286	0.000243946257014561	0.0031675805212539
SRRT	1208.48872384173	-1.06618512849507	0.290696442012306	-3.66769239112301	0.000244749379834831	0.00317421637737536
UBLCP1	321.157471290729	1.10290055376219	0.300732608458588	3.66737933546724	0.000245049125793533	0.00317421637737536
FAM151A	74.7300711584209	2.0199387335129	0.55080214617272	3.66726736188042	0.000245156422362446	0.00317421637737536
GRID1	116.100486316506	-1.7017278229751	0.464064382384042	-3.66700804365289	0.000245405078378785	0.00317441839752842
OTUB1	998.294567230251	-0.978510531441464	0.266861667800442	-3.66673317867889	0.000245668900185182	0.00317481602411989
TIAM2	104.167399110797	2.22506351331645	0.60699078603081	3.66572864782088	0.000246635336881215	0.00318109865221651
CXXC1	593.769554356589	-1.34459737492001	0.366805411256704	-3.66569667092235	0.000246666159629477	0.00318109865221651
FMC1	520.227839521794	-1.16288337770174	0.317250944168655	-3.66550013191935	0.000246855684266416	0.00318109865221651
HMGCS2	3716.69453714959	-5.81720435146961	1.58722798284068	-3.66500869084886	0.000247330184037916	0.0031842007909078
NOP53	4351.62680615326	-1.22605478211884	0.334594455013266	-3.6643009582159	0.000248015022562251	0.00318949059802276
NDRG4	13463.2957912071	-1.08867055854951	0.297118099985858	-3.66410043212221	0.000248209385060137	0.00318949059802276
FLNA	6240.99852611605	-1.10817138920627	0.302540900496736	-3.66288124146782	0.000249394179606021	0.00320169474120039
RAB23	291.273542776493	1.31663105695742	0.359581060071391	3.66156954066496	0.000250674796648954	0.00321510490127627
FAU	5657.97016657631	-1.1381713970876	0.311371918890845	-3.65534374821578	0.000256837602399434	0.00329104890148889
SLC9A8	207.745149520057	-1.11076230256979	0.303927701110598	-3.65469254204504	0.000257490363762035	0.00329631226015289
SLC25A46	939.87531895858	1.49687598695367	0.409672677285151	3.65383407278532	0.000258353260490735	0.00330353190483322
KRT80	49.1419418088865	3.7852286190124	1.03601313579065	3.65364925235588	0.000258539388484855	0.00330353190483322
APCDD1	297.631441089461	-1.37136216241194	0.375466811697328	-3.65241912118035	0.000259781429653859	0.00331629133394115
GPR141	24.5976082280526	2.90392145257468	0.795169052622005	3.65195481765699	0.000260251681169346	0.0033191836603068
NR4A1	3086.07722712049	-1.97813815170171	0.54179990995642	-3.65104924410347	0.000261171152910523	0.00332779445630892
GPR146	172.450651071859	-1.97004489193797	0.539750519424617	-3.64991754716247	0.000262324500080223	0.00333936636971282
NOP10	853.505646151078	-1.15036466107692	0.315293320358309	-3.648553860163	0.000263720619201082	0.00335400425222964
F3	1134.87150446303	-3.11349166520728	0.853511596700072	-3.64786099830976	0.000264432625018951	0.00335992237442456
FAM149B1	303.543610319197	1.04328450567939	0.286125655098075	3.6462459310815	0.000266099319578422	0.0033751774558841
RHOB	4171.2842421232	-1.59236116038825	0.436715908696906	-3.64621743489862	0.000266128814890208	0.0033751774558841
SRGAP3	96.9260949346904	1.87765981668672	0.515231316851372	3.6443045196889	0.000268115823645495	0.0033972145431398
FN1	7107.11212143415	1.04748109336571	0.287491706737285	3.64351760004999	0.000268937253436598	0.00340445569615232
ITGA4	120.395219768044	2.07724648210728	0.57075617631642	3.6394638696922	0.000273206265647439	0.00345459444960623
ACE2	1079.59207122204	1.71441526103111	0.471086854367827	3.63927637788103	0.000273405243130131	0.00345459444960623
SLC25A35	48.7771753610451	1.86545444929759	0.513047477042168	3.63602694248171	0.000276875385998636	0.00349519891815331
RPAP1	324.504380166521	-1.23514689260914	0.339751300292153	-3.63544419564263	0.00027750206245501	0.00349986628953675
HLA-DMB	161.010314638145	1.87916960273873	0.516949904427504	3.63510968208771	0.000277862393138058	0.00350116897033625
AMY2B	382.530369338404	-1.56342294594594	0.430222443351606	-3.63398741768619	0.000279074477411374	0.0035131917345844
TMEM41B	433.55866191411	-1.16336912132812	0.320174645978521	-3.63354542884748	0.000279553199120825	0.00351596872135249
KCNH2	1361.11952774626	-1.59052567731222	0.438208554948328	-3.62960891418418	0.000283850947050702	0.00356378965624361
APBB1	1532.19509565671	-1.04957207086433	0.289171476586265	-3.62958367559196	0.000283878700317475	0.00356378965624361
OR6C74	132.953550173381	1.8192886823819	0.501423986297416	3.62824422464466	0.000285355262293871	0.00357902764982027
GPAA1	1030.31043640772	-1.14404978690655	0.315466469510816	-3.62653371269722	0.000287251331214426	0.00359949437209907
SLFN12L	154.116871236231	1.3211339491887	0.364556997038024	3.62394347090506	0.00029014504615863	0.00363241330305763
FAM53A	18.2872501418867	-5.96150174610534	1.64542093607352	-3.62308611456672	0.000291108850396077	0.00363860886732173
CCL21	223.828490980422	2.62156789479019	0.723584756292653	3.62302808619409	0.000291174191717252	0.00363860886732173
MID1	508.356968184341	2.04929664003871	0.565694112753035	3.62262324079263	0.000291630439654848	0.00364096995283106
HDHD5	839.14749939339	-1.27955447023079	0.353304902594273	-3.62167199162873	0.000292705104088098	0.00365104049705493
EGR2	124.82899864773	2.73166249021721	0.754436436112552	3.62079873062982	0.000293694926969915	0.00366003531588034
COMMD4	320.184937890434	-1.53443478488671	0.423814282254662	-3.62053580809882	0.000293993557658082	0.00366040790572279
NUTM2D	68.1273585609978	-1.9167113638197	0.5295891158128	-3.61924236467357	0.000295466812682485	0.0036753912836056
MPP3	394.587525258553	-2.53384467532335	0.700237550655113	-3.61855012338712	0.000296258125792375	0.00367948217757776
CAPN1	1400.07689107177	-1.35677342043602	0.374956506266581	-3.61848213795603	0.000296335948080376	0.00367948217757776
DNAJC15	1377.78440747382	0.90093543875993	0.249010161883087	3.61806695737553	0.000296811617074264	0.00368203190907883
TBCB	976.195861600673	-0.919737875235594	0.254328242308997	-3.61634188513816	0.000298795687367858	0.00370029723305985
ABCB8	399.953933252788	-1.15057048901744	0.318177416189619	-3.61612870830452	0.000299041730564036	0.00370029723305985
LRRC74B	30.1771101843397	2.45407666446047	0.678656793285961	3.61607912679717	0.000299098983451941	0.00370029723305985
NPIPA9	1726.44917384023	-2.2996381999768	0.636285444803889	-3.61416125224361	0.000301321491596993	0.00372441019695339
APOBEC3D	35.0848583632285	1.99636906517344	0.552765870103827	3.61159972629725	0.000304314017038995	0.00375612620436422
BICD1	102.606957465978	1.64261053520167	0.454828628946049	3.61149327606753	0.000304438978754725	0.00375612620436422
TNIP2	451.955811073966	-1.78183404324892	0.493822755401848	-3.60824612425759	0.000308273972607446	0.00379999980170681
C1orf159	88.2056109192456	-1.50023080943393	0.415832099300868	-3.60778018810055	0.000308827955158606	0.00380233133707988
MUS81	701.959809503675	-1.24349593078615	0.344702853414271	-3.60744310199164	0.00030922932026638	0.00380233133707988
ATP5F1D	3840.11678148129	-1.11403128853003	0.308819771893005	-3.60738330224529	0.000309300574222488	0.00380233133707988
OR2G6	32.9624450033246	2.99926808677214	0.831635288092897	3.60647044409341	0.000310390194028773	0.00381228569239487
H6PD	1052.89037591113	-1.21211740954101	0.336137510547495	-3.60601650070751	0.000310933373904491	0.00381551665401178
ATRIP	136.74523741883	-1.31685867903576	0.365215895888721	-3.60569924217373	0.000311313527544804	0.00381674307712671
UCKL1	941.625704509024	-1.84208926007703	0.510953866293061	-3.60519683203744	0.000311916428583952	0.003820695749768
TSC2	1229.05576954653	-0.958738561893626	0.266004722078584	-3.60421632519137	0.000313096203884038	0.00382837972024421
ZNF212	152.638922652474	-1.68316349507545	0.466999504699117	-3.60420830887154	0.000313105866555469	0.00382837972024421
MRPL54	491.484182689058	-0.979396711078977	0.271783000128837	-3.60359813017996	0.00031384218062731	0.00383124861728774
LBHD1	67.3144242077177	1.61202891436535	0.447344957633982	3.6035477473389	0.000313903050942891	0.00383124861728774
C1orf35	197.811547950261	-1.73572418975965	0.481885323753425	-3.60194449633788	0.000315845809390919	0.00385150919401406
KEAP1	1251.42027128787	-1.35332902534883	0.375844181301999	-3.60077152361552	0.000317274296858231	0.00386546797630229
NBPF14	367.658794484944	1.39975848666327	0.388773642727209	3.60044594804345	0.000317671865241185	0.003866852972699
ENKD1	194.299323848029	-1.68775140890745	0.468811831321552	-3.60006146634522	0.000318141965886553	0.00386911760476852
TRIM14	48.9912125396329	2.21479880726667	0.615340254364725	3.59930752385641	0.000319065692419404	0.00387689009495514
ANTKMT	125.587270848951	-1.80120588899713	0.500708777589142	-3.59731238918906	0.000321522247971892	0.00390290885148025
HNRNPA1L3	1814.56565566916	1.2038529691061	0.334672846432226	3.5971038043264	0.000321780092519809	0.00390290885148025
OSBPL9	1987.99027160782	0.879861070035354	0.244661110587251	3.5962440778735	0.000322844897384022	0.00391234016660833
RPS27	7360.10413202073	-1.24068942325721	0.345157182596888	-3.59456353746583	0.00032493584312792	0.00393417877266257
RASSF7	64.4462873844518	-2.28339096049538	0.635319825021957	-3.59408107627755	0.00032553846390059	0.00393797461526638
GTF2H4	161.126598606171	-1.2644146172343	0.352149832537932	-3.59055862137349	0.000329970004529022	0.00398424848491224
AUP1	1590.22630233418	-1.69842216371133	0.473051854690362	-3.59035092426186	0.000330233059239257	0.00398424848491224
RTCA	622.719404555072	0.917364222514705	0.255508695565957	3.59034443224222	0.000330241284741643	0.00398424848491224
ELMOD3	261.95943531388	-1.56799694183762	0.436910771775814	-3.58882646784956	0.000332169844408639	0.00400396942538944
SCRN1	673.47042337739	1.55684994192893	0.434057819781048	3.58673400404179	0.000334845581280584	0.0040302395537939
MSL1	1054.68949080677	-0.911031246927679	0.254005488921067	-3.58665968518021	0.000334940986336884	0.0040302395537939
MID1IP1	347.047868417285	-1.26420562424965	0.352532156066738	-3.58607180222824	0.000335696563823759	0.00403576601574882
ADISSP	157.236500700853	-1.5149828961036	0.422530481208494	-3.58549965855847	0.000336433443462699	0.00404105814233283
TAPBPL	190.96543454903	-1.14698379447446	0.320072025922445	-3.5835177759408	0.000338997682347347	0.00406827086454028
ANKRD54	301.947639576733	-1.52047867627082	0.424511479848062	-3.58171391929146	0.00034134746851364	0.00409286432097209
EXOC3	700.623017507057	-1.11994276961329	0.312726779482166	-3.58121799312412	0.000341996150057772	0.00409703567276773
SAMD1	956.698496579041	-1.73442522401456	0.484365513723224	-3.58081897838342	0.000342518906502863	0.00409969246526845
SMIM10	223.199194693357	1.17939409483376	0.329843324929167	3.5756191066987	0.000349400053931604	0.00417838291009866
WNT2B	83.2039877698483	1.44147079369164	0.403925454973449	3.56865549309436	0.000358817875242717	0.00428724410410618
FRG1	912.077780358886	0.973881313160933	0.273013210313756	3.56715820469535	0.00036087362601193	0.00430599704913937
B9D2	24.7074556711029	-2.55706611655274	0.716856946860246	-3.56705215420232	0.000361019648345728	0.00430599704913937
LYSMD1	335.347447233019	-1.19663044021015	0.335502934301233	-3.56667652610082	0.000361537300213763	0.00430839857061388
NDUFS7	2412.19155994439	-1.4818214492626	0.415661477798622	-3.56497180616892	0.000363895303480282	0.00433270797963717
ARHGEF17	1735.15066921895	-0.948523764911226	0.266119603515155	-3.56427618402494	0.000364861626981446	0.00433961597520456
FOXI2	40.4845451865996	2.24571065024156	0.630092684392472	3.56409573681506	0.000365112686850042	0.00433961597520456
ITPKC	318.430886232655	-1.65400066726042	0.464194674402667	-3.56316166140598	0.000366414869076479	0.00435129636590298
HLA-DRA	2014.17415680756	2.29765923187894	0.645090717289719	3.56176142408669	0.00036837505728952	0.00437076106633227
IP6K1	591.320464612164	-1.03654296451238	0.291038425865575	-3.56153302241658	0.000368695724632242	0.00437076106633227
FEZ2	625.67238764301	0.972190651878959	0.273096236534864	3.55988300759628	0.000371020047453546	0.00439082533319937
RALGDS	1000.32919239154	-1.48449414453099	0.417021438484792	-3.55975498507886	0.000371200960128642	0.00439082533319937
NCF4	68.9296574397603	1.64666409090366	0.462592118233228	3.55964580026296	0.000371355317806745	0.00439082533319937
CTDSP2	2860.06760520063	-1.18043349367844	0.331647659197568	-3.55929994058917	0.00037184466564024	0.00439279808385578
SPACA6	87.9167491940677	-2.46827128961068	0.693872731538998	-3.55723921321436	0.000374772853675696	0.00442355376075967
ZNF512B	557.620781623319	-1.23986210308734	0.348623076742271	-3.5564544799309	0.000375893575647235	0.00443294060077142
FKBP5	1098.98996698867	-2.37500497297983	0.668260926045463	-3.554008442532	0.000379407033808399	0.00447050450476142
ABAT	270.938254780351	1.42453975745179	0.400876317637578	3.55356426602301	0.000380048327367258	0.00447419037776095
MPI	685.521520517372	1.42147144696473	0.400104156154242	3.55275351455422	0.000381221487965566	0.00448412598236526
NELFA	302.619140625183	-1.35014078942086	0.380111780258464	-3.55195723874383	0.000382376996127908	0.00449383698382937
OR10H5	44.6242721173549	2.2402404650623	0.630759195535338	3.55165724244568	0.000382813181259859	0.00449508477753495
L3MBTL1	66.8929519368344	-1.92818047417879	0.543062915861008	-3.55056553828892	0.000384404412961401	0.00450988157532062
LRRC61	104.289242904027	-2.44123763477966	0.687710450404423	-3.54980447562494	0.000385517367064494	0.00451904652046942
WDR76	167.526285340136	2.01978474488272	0.569103407689144	3.54906457700561	0.000386602257889187	0.0045278670289842
SLC7A14	28.9221038310384	2.35324963579838	0.663308679235692	3.54774437522806	0.000388545119982566	0.00454671226742486
ZFTA	345.795283768707	-1.1283851638997	0.318139657598412	-3.54682334298623	0.000389905947129692	0.0045587200908614
MAPKAPK2	5876.14746728008	-0.90548498898364	0.255329277067774	-3.5463421953891	0.000390618613542319	0.00456313562183527
SNX3	3338.7442040481	0.970183896098615	0.273608319228868	3.54588595417332	0.00039129551327911	0.00456712612371444
PHF13	244.107140159552	-1.34676931855335	0.379971463062569	-3.54439595989233	0.000393513777650666	0.0045890849018662
ZC3H11A	1916.68430180156	-0.941659030809494	0.265754084993547	-3.54334734245894	0.000395081970464451	0.00460343158228938
REXO1	480.829733498962	-1.36526103614042	0.385458927627334	-3.5419105338776	0.000397240180981865	0.00462095729051983
EXOSC2	424.989885973211	-1.15580862406699	0.326324988252082	-3.54189432521833	0.000397264590499869	0.00462095729051983
